ID,GUID,Time,State,Status
T-1,b4af4f17-0dbc-4590-b792-04d1e8081349,15:08:15.458 -> 15:08:15.462,Complete,
T-2,c59aaffe-dcd5-4a1b-a113-4bd634578a7d,15:08:15.473 -> 15:08:15.475,Complete,
T-3,74581080-9b61-480c-b81b-aa50e5b81e70,15:08:15.481 -> 15:08:15.483,Complete,
T-4,c94e30a9-29c3-44b4-8c64-ec3710dea871,15:08:15.489 -> 15:08:15.491,Complete,
T-5,25cc90da-2103-465a-ae64-839ddeac06f0,15:08:15.497 -> 15:08:15.500,Complete,
T-6,12928d48-d0f4-4cb0-a508-a32244b4b15f,15:08:15.506 -> 15:08:15.508,Complete,
T-7,2cdc4891-b160-48c5-88e7-5ad53116e54c,15:08:15.514 -> 15:08:15.516,Complete,
T-8,69bad80c-87bc-4fd2-b52b-395efe852915,15:08:15.523 -> 15:08:15.525,Complete,
T-9,4684ee58-160a-4f2f-9c85-d3c34e736180,15:08:15.531 -> 15:08:15.533,Complete,
T-10,19c12e13-69a3-4b52-983c-8aef9a70f374,15:08:15.539 -> 15:08:15.541,Complete,
T-11,94c227d7-3a34-4569-a0bd-682d85d0e3e4,15:08:15.548 -> 15:08:15.550,Complete,
T-12,d15d5914-e7bb-4cac-acbe-64228b3202f3,15:08:15.559 -> 15:08:15.561,Complete,
T-13,0222349b-aafa-41d6-9416-f20a259ad76e,15:08:15.568 -> 15:08:15.570,Complete,
T-14,fcc32119-bbff-4ee3-87ad-bedce6211fe3,15:08:15.576 -> 15:08:15.578,Complete,
T-15,efb23875-7831-41e0-a777-503762ce8e9b,15:08:15.585 -> 15:08:15.587,Complete,
T-16,ea0a6b9d-565c-4573-bec0-8ace0e10c55e,15:08:15.594 -> 15:08:15.596,Complete,
T-17,88151d07-27f4-47f6-a76f-1682a4d38244,15:08:15.602 -> 15:08:15.604,Complete,
T-18,162eae06-d18c-4a24-81f3-cdd7a17546a3,15:08:15.611 -> 15:08:15.613,Complete,
T-19,1b8f4ef7-8d75-428f-b599-657d37b6c9fd,15:08:15.619 -> 15:08:15.621,Complete,
T-20,2c15aa24-e159-4a7a-988b-74eddfb1bcee,15:08:15.628 -> 15:08:15.629,Complete,
T-21,0e6213bd-6d54-4652-94d7-3c81aa3a29e0,15:08:15.636 -> 15:08:15.638,Complete,
T-22,6b32a910-0dd1-4164-a4cf-73cbd6b73a30,15:08:15.645 -> 15:08:15.647,Complete,
T-23,df272a64-8a73-45f5-9ff4-1e9671e1eae7,15:08:15.653 -> 15:08:15.656,Complete,
T-24,1c64e784-5618-4791-90d5-f80d52691631,15:08:15.662 -> 15:08:15.664,Complete,
T-25,a5cd5ff4-0de8-4acb-a603-50daf925d580,15:08:15.670 -> 15:08:15.672,Complete,
T-26,496e9f79-2bff-4e72-a04e-e5c8b2509d6b,15:08:15.678 -> 15:08:15.680,Complete,
T-27,6b800dbd-b4fa-497a-bdab-926aa62f11c9,15:08:15.686 -> 15:08:15.688,Complete,
T-28,001a7cbe-434a-42da-869b-888b146f403a,15:08:15.694 -> 15:08:15.696,Complete,
T-29,e4046160-d0a5-4a69-9daa-44a5be5c5a87,15:08:15.703 -> 15:08:15.704,Complete,
T-30,337bf004-6de6-455e-b23c-ced4349eec1c,15:08:15.712 -> 15:08:15.714,Complete,
T-31,a9ef0fe6-641b-4ee8-8e72-f753630c8160,15:08:15.720 -> 15:08:15.722,Complete,
T-32,119688a2-7b15-4534-bab4-63fe75e44f14,15:08:15.728 -> 15:08:15.730,Complete,
T-33,5ca96af5-47c9-4eb2-89e2-594f4fd4e7b3,15:08:15.736 -> 15:08:15.738,Complete,
T-34,41655b45-7d3f-4810-8ac1-b4e297a9ff6f,15:08:15.744 -> 15:08:15.746,Complete,
T-35,76b09803-12c0-4d85-ba17-6cae180f2eb9,15:08:15.754 -> 15:08:15.756,Complete,
T-36,fb2e95c5-af6a-4b9d-8724-d87773edefe0,15:08:15.763 -> 15:08:15.765,Complete,
T-37,87bef45d-5960-4cf7-8582-70298b92c37d,15:08:15.772 -> 15:08:15.774,Complete,
T-38,b91f845b-3282-47f0-85bb-81b0bf2e168d,15:08:15.781 -> 15:08:15.783,Complete,
T-39,2143c39d-a4d2-4510-ace2-b007108c32e7,15:08:15.790 -> 15:08:15.792,Complete,
T-40,8097960e-1426-4fab-862f-35d6d6c404cc,15:08:15.799 -> 15:08:15.801,Complete,
T-41,fb6adc41-af8d-4f35-ba02-ba427b145ccc,15:08:15.808 -> 15:08:15.810,Complete,
T-42,7f86eb8b-27dc-4634-bfcd-fe9637dce91e,15:08:15.817 -> 15:08:15.819,Complete,
T-43,f0a6a05d-a75b-47ec-b829-051478d8d8e7,15:08:15.826 -> 15:08:15.829,Complete,
T-44,a24e0cff-1a5b-4be2-adfd-68a1203ff005,15:08:15.837 -> 15:08:15.839,Complete,
T-45,3ae9e103-71e4-48d1-a768-6f7da75d3f8d,15:08:15.846 -> 15:08:15.848,Complete,
T-46,e90d4e8c-4aaf-4826-964e-cb0791fd3117,15:08:15.856 -> 15:08:15.860,Complete,
T-47,aace81ed-4727-4ba0-8e84-5318679348cd,15:08:15.869 -> 15:08:15.872,Complete,
T-48,46f0d4fa-3c57-4dc3-b926-7ccc3f4c5327,15:08:15.880 -> 15:08:15.882,Complete,
T-49,491ef297-2bea-4e3c-a1ee-a6e50fe505dd,15:08:15.890 -> 15:08:15.892,Complete,
T-50,26e552f8-693a-48a8-af48-70e2ee9aecbf,15:08:15.901 -> 15:08:15.904,Complete,
